"region","departamento","municipio","vigencia","tipoentidad","entidad","sector","fuentefinanciacion","valorcomprometido","valorobligado","valorpagado"
"Orinoquía","Meta","Cumaral","2022","Municipio","CumaralMeta","Educación","Propios de las entidades territoriales","8105229.00000000","8105229.00000000","8105229.00000000"
"Pacífico","Nariño","Ipiales","2021","Municipio","IpialesNariño","Interior","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Bogotá, D.C.","Bogotá, D.C.","2018","Entidades Presupuesto Nacional - PGN","Instituto Nacional para Ciegos - INCI - Educación","Educación","PGN - Presupuesto General de la Nación","95415669.00000000","95415669.00000000","95415669.00000000"
"Orinoquía","Meta","Villavicencio","2019","Municipio","VillavicencioMeta","Planeación","SGP - Sistema General de Participaciones","683529385.00000000","402592240.50000000","401910662.00000000"
"Andina","Risaralda","Todo el Depto","2020","Entidades Presupuesto Nacional - PGN","Ministerio del Trabajo - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","35846094830.00000000","35284142763.00000000","35284142763.00000000"
"Andina","Antioquia","Todo el Depto","2018","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Vias - Transporte","Transporte","PGN - Presupuesto General de la Nación","61252939.00000000","32992364.00000000","32992364.00000000"
"Andina","Bogotá, D.C.","Bogotá, D.C.","2013","Entidades Presupuesto Nacional - PGN","Servicio Nacional de Aprendizaje - SENA - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","16428125203.00000000","6007128691.37000000","6007128691.37000000"
"Andina","Antioquia","Barbosa","2017","Municipio","BarbosaAntioquia","Transporte","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Orinoquía","Casanare","Todo el Depto","2019","Entidades Presupuesto Nacional - PGN","Fondo Rotatorio de la Registraduria - Registraduría","Registraduría","PGN - Presupuesto General de la Nación","14888765.00000000","14888765.00000000","14888765.00000000"
"Nacional","Nacional","Nacional","2020","Entidades Presupuesto Nacional - PGN","Ministerio de Transporte - Transporte","Transporte","PGN - Presupuesto General de la Nación","468973668.00000000","463583334.00000000","463583334.00000000"
"Amazonas","Guaviare","Miraflores","2018","Entidades Presupuesto Nacional - PGN","Unidad de Atención y Reparación Integral a las Victimas - Inclusión Social y Reconciliación","Educación","PGN - Presupuesto General de la Nación","0.00000000","0.00000000","0.00000000"
"Andina","Santander","Bucaramanga","2020","Municipio","BucaramangaSantander","Educación","Propios de las entidades territoriales","5262446700.00000000","5262419700.00000000","5262419700.00000000"
"Andina","Santander","Capitanejo","2023","Municipio","CapitanejoSantander","Transporte","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Cundinamarca","Madrid","2022","Municipio","MadridCundinamarca","Educación","Propios de las entidades territoriales","2826235516.00000000","0.00000000","0.00000000"
"Andina","Cundinamarca","Nimaima","2023","Municipio","NimaimaCundinamarca","Gobierno Territorial","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Caribe","Sucre","Chalán","2020","Municipio","ChalánSucre","Educación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Caribe","Magdalena","Todo el Depto","2010","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Vias - Transporte","Transporte","PGN - Presupuesto General de la Nación","0.00000000","0.00000000","0.00000000"
"Andina","Boyacá","Samacá","2020","Municipio","SamacáBoyacá","Interior","Propios de las entidades territoriales","3000000.00000000","3000000.00000000","3000000.00000000"
"Orinoquía","Meta","Cumaral","2025","Municipio","CumaralMeta","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Boyacá","Jericó","2019","Municipio","JericóBoyacá","Educación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Boyacá","Chiquinquirá","2022","Municipio","ChiquinquiráBoyacá","Interior","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Caribe","Sucre","Todo el Depto","2022","Departamento","Sucre","Transporte","Propios de las entidades territoriales","855962520.00000000","855962520.00000000","0.00000000"
"Nacional","Nacional","Nacional","2008","Entidades Presupuesto Nacional - PGN","Escuela Superior de Administracion Publica - ESAP - Empleo Público","Empleo Público","PGN - Presupuesto General de la Nación","680120522.00000000","676723370.00000000","676629338.00000000"
"Andina","Antioquia","Todo el Depto","2023","Departamento","Antioquia","Transporte","Propios de las entidades territoriales","2045628910.00000000","2045628910.00000000","0.00000000"
"Amazonas","Caquetá","Todo el Depto","2014","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Vias - Transporte","Transporte","PGN - Presupuesto General de la Nación","1640000000.00000000","1640000000.00000000","1640000000.00000000"
"Andina","Santander","Güepsa","2023","Municipio","GüepsaSantander","Educación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Amazonas","Putumayo","Todo el Depto","2015","Entidades Presupuesto Nacional - PGN","Servicio Nacional de Aprendizaje - SENA - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","958961865.00000000","464581719.22000000","341402780.13000000"
"Andina","Norte de Santander","Herrán","2024","Municipio","HerránNorte de Santander","Transporte","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Antioquia","Todo el Depto","2013","Departamento","Antioquia","Educación","SGR - Sistema General de Regalías","0.00000000","0.00000000","7610921938.00000000"
"Pacífico","Valle del Cauca","Palmira","2024","Municipio","PalmiraValle del Cauca","Gobierno Territorial","Propios de las entidades territoriales","60000000.00000000","24290399.00000000","33503557.00000000"
"Andina","Cundinamarca","Gachetá","2023","Municipio","GachetáCundinamarca","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","101075714.33000000"
"Orinoquía","Meta","Puerto Concordia","2020","Municipio","Puerto ConcordiaMeta","Transporte","SGP - Sistema General de Participaciones","0.00000000","0.00000000","98034988.48000000"
"Andina","Boyacá","Todo el Depto","2024","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Vias - Transporte","Transporte","PGN - Presupuesto General de la Nación","5493054254.00000000","801252417.00000000","600403773.00000000"
"Andina","Boyacá","Paipa","2024","Municipio","PaipaBoyacá","Información Estadística","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Amazonas","Putumayo","Todo el Depto","2020","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Vias - Transporte","Transporte","PGN - Presupuesto General de la Nación","328092898.00000000","230340091.00000000","230340091.00000000"
"Orinoquía","Meta","Puerto López","2024","Entidades Presupuesto Nacional - PGN","Ministerio del Trabajo - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","780000.00000000","780000.00000000","780000.00000000"
"Andina","Norte de Santander","San José de Cúcuta","2022","Municipio","San José de CúcutaNorte de Santander","Transporte","Propios de las entidades territoriales","281459823.00000000","264966492.00000000","264966492.00000000"
"Caribe","Bolívar","Santa Rosa","2019","Municipio","Santa RosaBolívar","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","807749272.00000000"
"Caribe","Bolívar","Todo el Depto","2021","Entidades Presupuesto Nacional - PGN","Escuela Superior de Administracion Publica - ESAP - Empleo Público","Empleo Público","PGN - Presupuesto General de la Nación","223120000.00000000","220720000.00000000","220720000.00000000"
"Orinoquía","Meta","Todo el Depto","2023","Departamento","Meta","Gobierno Territorial","Propios de las entidades territoriales","947835000.00000000","947835000.00000000","947835000.00000000"
"Andina","Boyacá","Todo el Depto","2014","Entidades Presupuesto Nacional - PGN","Instituto Nacional para Ciegos - INCI - Educación","Educación","PGN - Presupuesto General de la Nación","30000000.00000000","28000000.00000000","25000000.00000000"
"Andina","Quindio","Calarcá","2020","Municipio","CalarcáQuindio","Educación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Caribe","Córdoba","Pueblo Nuevo","2023","Municipio","Pueblo NuevoCórdoba","Gobierno Territorial","Propios de las entidades territoriales","98117500.00000000","66317500.00000000","66317500.00000000"
"Andina","Antioquia","Anzá","2023","Municipio","AnzáAntioquia","Transporte","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Cundinamarca","Todo el Depto","2024","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","1597004985.00000000","725631493.00000000","725631493.00000000"
"Andina","Cundinamarca","Bojacá","2022","Municipio","BojacáCundinamarca","Transporte","Propios de las entidades territoriales","180000000.00000000","141956031.68000000","141956031.68000000"
"Pacífico","Cauca","Todo el Depto","2022","Departamento","Cauca","Cultura","Propios de las entidades territoriales","165616665.00000000","88289999.00000000","88289999.00000000"
"Andina","Bogotá, D.C.","Bogotá, D.C.","2022","Municipio","Bogotá D.C.Bogotá D.C.","Cultura","Propios de las entidades territoriales","6727030498.00000000","4091721808.00000000","4091721808.00000000"
"Andina","Antioquia","Todo el Depto","2019","Departamento","Antioquia","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","0.00000000"
"Amazonas","Caquetá","Florencia","2022","Privada","Gestionterritorial-municipiodeflorencia","Cultura","Propios de los privados","0.00000000","0.00000000","0.00000000"
"Caribe","Magdalena","Concordia","2021","Municipio","ConcordiaMagdalena","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","724920198.00000000"
"Caribe","Atlántico","Barranquilla","2018","Municipio","BarranquillaAtlántico","Relaciones Exteriores","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Caribe","Cesar","El Copey","2022","Municipio","sin Entidad","Gobierno Territorial","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Caribe","Bolívar","Todo el Depto","2010","Entidades Presupuesto Nacional - PGN","Ministerio de las Culturas las Artes y los Saberes - Cultura","Cultura","PGN - Presupuesto General de la Nación","544257654.12000000","398641505.23000000","398641505.13000000"
"Andina","Santander","Bucaramanga","2009","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial de la Aeronautica Civil - Transporte","Transporte","PGN - Presupuesto General de la Nación","31094373.00000000","31094373.00000000","31094373.00000000"
"Andina","Antioquia","Arboletes","2023","Municipio","ArboletesAntioquia","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Norte de Santander","Ábrego","2017","Municipio","ÁbregoNorte de Santander","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","1165945635.00000000"
"Nacional","Nacional","Nacional","2016","Entidades Presupuesto Nacional - PGN","Departamento Nacional de Planeacion - DNP - Planeación","Planeación","PGN - Presupuesto General de la Nación","168525000.00000000","168525000.00000000","168525000.00000000"
"Caribe","Cesar","Becerril","2024","Municipio","BecerrilCesar","Educación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Caldas","Risaralda","2021","Municipio","RisaraldaCaldas","Transporte","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Caribe","Bolívar","El Peñón","2023","Municipio","El PeñónBolívar","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","764318313.00000000"
"Pacífico","Cauca","Todo el Depto","2022","Departamento","Cauca","Gobierno Territorial","Propios de las entidades territoriales","358229529.00000000","266397864.00000000","266397864.00000000"
"Orinoquía","Vichada","Todo el Depto","2018","Entidades Presupuesto Nacional - PGN","Ministerio del Interior - Interior","Interior","PGN - Presupuesto General de la Nación","2000000.00000000","2000000.00000000","2000000.00000000"
"Andina","Boyacá","Berbeo","2016","Municipio","BerbeoBoyacá","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Huila","Neiva","2014","Municipio","NeivaHuila","Cultura","Propios de las entidades territoriales","0.00000000","0.00000000","1426884107.29000000"
"Andina","Tolima","Anzoátegui","2023","Municipio","AnzoáteguiTolima","Trabajo","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Bogotá, D.C.","Bogotá, D.C.","2020","Municipio","Bogotá D.C.Bogotá D.C.","Cultura","Propios de las entidades territoriales","1364505067.00000000","439128979.00000000","439128979.00000000"
"Nacional","Nacional","Nacional","2009","Entidades Presupuesto Nacional - PGN","Escuela Superior de Administracion Publica - ESAP - Empleo Público","Empleo Público","PGN - Presupuesto General de la Nación","20939787197.50000000","20597001777.50000000","20457946026.50000000"
